date,close,open,high,low,volume,change
2017年4月6日,391.91,389.01,393.0,386.63,2890000.0,0.0058
2017年4月7日,392.87,392.99,394.0,389.6,2410000.0,0.0024
2017年4月10日,389.2,394.0,394.0,388.0,2890000.0,-0.009300000000000001
2017年4月11日,385.29,388.05,390.7,380.6,4350000.0,-0.01
2017年4月12日,390.23,385.29,391.0,384.8,2700000.0,0.0128
2017年4月13日,398.39,390.78,398.59,390.51,4560000.0,0.0209
2017年4月14日,395.45,399.43,399.88,395.0,2360000.0,-0.0074
2017年4月17日,395.79,391.0,398.28,388.55,2880000.0,0.0009
2017年4月18日,404.65,394.6,406.55,394.6,4960000.0,0.022400000000000003
2017年4月19日,405.74,403.0,409.1,402.86,3760000.0,0.0027
2017年4月20日,415.31,406.09,420.43,406.09,5050000.0,0.0236
2017年4月21日,400.53,415.0,415.6,400.0,4930000.0,-0.0356
2017年4月24日,398.55,400.62,405.0,389.0,5000000.0,-0.0049
2017年4月25日,418.89,404.8,420.17,404.8,7620000.0,0.051
2017年4月26日,417.96,418.85,428.68,413.01,5660000.0,-0.0022
2017年4月27日,421.44,415.53,421.97,410.43,2820000.0,0.0083
2017年4月28日,413.48,421.99,423.0,409.9,4950000.0,-0.0189
2017年5月2日,412.08,411.6,415.0,409.18,2330000.0,-0.0034000000000000002
2017年5月3日,417.61,411.0,417.66,411.0,2029999.9999999998,0.0134
2017年5月4日,416.0,414.63,418.48,414.63,2670000.0,-0.0039000000000000003
2017年5月5日,416.19,416.2,422.78,415.1,3740000.0,0.0005
2017年5月8日,405.48,416.18,417.0,404.72,4070000.0000000005,-0.025699999999999997
2017年5月9日,408.76,404.44,409.88,398.0,5280000.0,0.008100000000000001
2017年5月10日,410.09,408.4,414.44,407.02,2600000.0,0.0033
2017年5月11日,412.16,408.4,414.7,406.51,3050000.0,0.005
2017年5月12日,413.47,413.59,415.3,410.01,2230000.0,0.0032
2017年5月15日,419.55,413.12,420.35,413.12,3340000.0,0.0147
2017年5月16日,430.12,419.6,431.22,418.26,5020000.0,0.0252
2017年5月17日,426.6,429.0,430.19,424.88,2750000.0,-0.008199999999999999
2017年5月18日,429.54,425.05,430.7,425.01,2430000.0,0.0069
2017年5月19日,440.82,429.57,441.8,429.57,3830000.0,0.0263
2017年5月22日,441.78,439.04,446.01,436.2,3530000.0,0.0022
2017年5月23日,454.2,442.25,454.47,442.25,4850000.0,0.0281
2017年5月24日,450.32,452.9,456.48,446.0,4019999.9999999995,-0.0085
2017年5月25日,450.6,448.71,452.96,447.5,2890000.0,0.0006
2017年5月26日,451.92,450.82,455.6,448.0,2740000.0,0.0029
2017年5月31日,442.94,450.0,450.5,440.11,4430000.0,-0.0199
2017年6月1日,449.28,442.5,449.95,441.01,4059999.9999999995,0.0143
2017年6月2日,447.31,450.0,450.95,445.6,2180000.0,-0.0044
2017年6月5日,444.41,448.04,449.0,442.35,1920000.0,-0.006500000000000001
2017年6月6日,448.82,444.97,449.0,444.2,2040000.0,0.009899999999999999
2017年6月7日,459.37,449.12,460.0,449.12,3880000.0,0.0235
2017年6月8日,464.31,461.32,464.4,458.5,2900000.0,0.0108
2017年6月9日,465.74,464.24,470.8,463.0,3140000.0,0.0031
2017年6月12日,472.88,467.0,475.44,465.0,3510000.0,0.015300000000000001
2017年6月13日,473.04,473.05,474.5,467.0,2420000.0,0.0003
2017年6月14日,474.39,472.79,477.5,470.48,3380000.0,0.0029
2017年6月15日,464.3,475.0,475.48,464.0,5020000.0,-0.0213
2017年6月16日,462.63,461.5,467.49,461.26,3330000.0,-0.0036
2017年6月19日,470.17,461.96,470.39,461.96,3850000.0,0.0163
2017年6月20日,466.3,473.0,474.88,465.66,3450000.0,-0.008199999999999999
2017年6月21日,472.71,469.55,473.0,466.03,4200000.0,0.0137
2017年6月22日,472.75,473.02,477.93,471.2,3820000.0,0.0001
2017年6月23日,472.73,472.86,474.88,468.33,3130000.0,0.0
2017年6月26日,484.68,473.01,485.0,472.0,5290000.0,0.0253
2017年6月27日,484.1,482.82,485.0,480.85,2800000.0,-0.0012
2017年6月28日,475.3,484.09,484.09,473.0,3770000.0,-0.0182
2017年6月29日,473.01,476.3,477.35,470.0,3510000.0,-0.0048
2017年6月30日,471.85,471.51,474.16,467.8,2240000.0,-0.0025
2017年7月3日,460.37,474.2,474.2,457.9,4960000.0,-0.024300000000000002
2017年7月4日,451.92,458.96,460.0,449.0,5650000.0,-0.0184
2017年7月5日,460.13,453.01,460.33,453.01,3750000.0,0.0182
2017年7月6日,455.98,458.11,460.2,450.6,4200000.0,-0.009000000000000001
2017年7月7日,445.97,451.05,451.1,441.2,3780000.0,-0.022000000000000002
2017年7月10日,454.47,446.88,454.9,442.97,3660000.0,0.0191
2017年7月11日,463.13,454.5,464.58,454.0,4460000.0,0.0191
2017年7月12日,457.47,465.8,465.99,455.0,2900000.0,-0.012199999999999999
2017年7月13日,456.16,455.35,461.91,453.68,2600000.0,-0.0029
2017年7月14日,456.41,456.25,458.76,453.05,1770000.0,0.0005
2017年7月17日,450.07,457.04,458.04,446.28,3530000.0,-0.0139
2017年7月18日,452.55,451.99,453.99,448.0,3070000.0,0.0055000000000000005
2017年7月19日,456.86,454.0,463.62,452.8,5630000.0,0.0095
2017年7月20日,466.47,455.86,466.89,455.86,4660000.0,0.021
2017年7月21日,473.2,466.96,475.01,463.66,4680000.0,0.0144
2017年7月24日,477.8,474.88,485.35,474.88,4270000.0,0.0097
2017年7月25日,477.96,482.2,482.8,476.1,2190000.0,0.0003
2017年7月26日,471.63,478.05,481.63,466.56,3150000.0,-0.0132
2017年7月27日,473.87,471.63,475.85,471.1,1960000.0,0.004699999999999999
2017年7月28日,483.92,471.0,484.07,467.71,4660000.0,0.0212
2017年7月31日,481.22,484.0,487.96,481.0,3840000.0,-0.005600000000000001
2017年8月1日,480.24,481.0,483.0,477.4,2750000.0,-0.002
2017年8月2日,482.84,480.04,484.88,478.51,2680000.0,0.0054
